               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 366,            0.014289,            0.014343,                   0,             0.99084,             0.98207,               0.994,             0.86167,            0.012596,           0.0089562,                   0,           0.0063865,           0.0063865,           0.0063865
                 367,            0.015404,            0.014697,                   0,             0.99872,             0.99846,             0.99499,              0.8995,            0.010818,           0.0072542,                   0,           0.0063766,           0.0063766,           0.0063766
                 368,            0.016863,            0.015253,                   0,             0.98711,             0.98083,             0.99332,             0.86051,            0.012628,           0.0090332,                   0,           0.0063667,           0.0063667,           0.0063667
                 369,            0.015618,            0.014017,                   0,             0.98995,             0.87836,             0.91764,             0.76436,            0.017994,            0.015225,                   0,           0.0063568,           0.0063568,           0.0063568
                 370,            0.014944,            0.014172,                   0,             0.98099,             0.99104,             0.99297,             0.89507,            0.010339,           0.0077077,                   0,           0.0063469,           0.0063469,           0.0063469
                 371,            0.015176,            0.013503,                   0,             0.98131,             0.99744,             0.99469,             0.89705,            0.010049,            0.007968,                   0,            0.006337,            0.006337,            0.006337
                 372,            0.014348,            0.014109,                   0,             0.98974,             0.98788,             0.99408,             0.88808,             0.01115,           0.0083582,                   0,           0.0063271,           0.0063271,           0.0063271
                 373,            0.016002,            0.014629,                   0,             0.99362,             0.99709,             0.99479,             0.89507,            0.010678,            0.008256,                   0,           0.0063172,           0.0063172,           0.0063172
                 374,            0.014513,            0.014744,                   0,              0.9859,               0.985,             0.99448,             0.89285,            0.010821,            0.008316,                   0,           0.0063073,           0.0063073,           0.0063073
                 375,             0.01469,            0.014777,                   0,             0.98752,             0.98464,             0.99338,             0.89019,              0.0112,            0.008749,                   0,           0.0062974,           0.0062974,           0.0062974
                 376,            0.014525,            0.014276,                   0,             0.99089,             0.97439,             0.98984,              0.8751,            0.012162,            0.010242,                   0,           0.0062875,           0.0062875,           0.0062875
                 377,            0.014855,            0.014932,                   0,             0.99489,             0.99735,             0.99492,             0.89314,            0.010604,           0.0081876,                   0,           0.0062776,           0.0062776,           0.0062776
                 378,            0.015376,            0.015194,                   0,              0.9936,             0.99403,              0.9949,             0.90054,             0.01026,           0.0078802,                   0,           0.0062677,           0.0062677,           0.0062677
                 379,            0.016159,            0.015468,                   0,             0.99623,             0.99616,             0.99495,              0.8958,            0.010933,           0.0081269,                   0,           0.0062578,           0.0062578,           0.0062578
                 380,            0.015353,            0.014385,                   0,             0.99854,             0.99872,             0.99497,             0.90015,            0.010226,            0.007716,                   0,           0.0062479,           0.0062479,           0.0062479
                 381,             0.01572,            0.014211,                   0,             0.99728,             0.99872,             0.99494,             0.90961,            0.010128,           0.0075562,                   0,            0.006238,            0.006238,            0.006238
                 382,            0.014141,             0.01447,                   0,             0.99744,             0.99861,             0.99469,             0.90043,            0.010238,           0.0079416,                   0,           0.0062281,           0.0062281,           0.0062281
                 383,            0.015106,            0.014087,                   0,             0.99227,             0.98579,             0.99169,             0.87853,            0.012372,           0.0093749,                   0,           0.0062182,           0.0062182,           0.0062182
                 384,            0.016249,            0.014901,                   0,             0.99709,                   1,             0.99497,             0.90226,            0.010167,           0.0076725,                   0,           0.0062083,           0.0062083,           0.0062083
                 385,            0.014835,            0.014483,                   0,              0.9872,              0.9936,             0.99439,             0.87751,            0.012086,           0.0089081,                   0,           0.0061984,           0.0061984,           0.0061984
                 386,            0.015274,            0.014379,                   0,             0.99744,             0.99675,             0.99496,             0.90918,            0.010292,           0.0076976,                   0,           0.0061885,           0.0061885,           0.0061885
                 387,            0.014228,            0.014329,                   0,             0.99617,             0.99888,             0.99496,              0.9006,            0.010344,           0.0077395,                   0,           0.0061786,           0.0061786,           0.0061786
                 388,            0.012882,            0.013349,                   0,             0.99617,                   1,             0.99499,             0.91275,           0.0098718,           0.0074597,                   0,           0.0061687,           0.0061687,           0.0061687
                 389,            0.013794,            0.013447,                   0,             0.99715,                   1,             0.99497,             0.90744,           0.0099247,           0.0075491,                   0,           0.0061588,           0.0061588,           0.0061588
                 390,            0.014668,            0.014354,                   0,             0.98415,             0.95399,             0.99068,             0.85297,            0.013359,           0.0099906,                   0,           0.0061489,           0.0061489,           0.0061489
                 391,            0.014142,            0.013269,                   0,             0.99637,             0.99872,             0.99486,             0.90598,            0.010652,           0.0076827,                   0,            0.006139,            0.006139,            0.006139
                 392,            0.014293,             0.01338,                   0,             0.99689,             0.99744,              0.9949,             0.89452,            0.011065,           0.0079745,                   0,           0.0061291,           0.0061291,           0.0061291
                 393,            0.014121,            0.013798,                   0,             0.99737,                   1,             0.99491,              0.9048,            0.010334,           0.0075469,                   0,           0.0061192,           0.0061192,           0.0061192
                 394,            0.014147,            0.014358,                   0,             0.99437,                   1,             0.99497,             0.91217,           0.0099434,           0.0072461,                   0,           0.0061093,           0.0061093,           0.0061093
                 395,            0.014753,            0.014679,                   0,             0.99744,              0.9987,             0.99496,             0.91472,            0.009794,           0.0071952,                   0,           0.0060994,           0.0060994,           0.0060994
                 396,            0.015517,            0.014551,                   0,             0.99687,             0.99872,             0.99496,             0.91176,           0.0099472,           0.0072154,                   0,           0.0060895,           0.0060895,           0.0060895
                 397,            0.014613,            0.014446,                   0,             0.99743,             0.99311,             0.99497,             0.90717,            0.010911,           0.0076964,                   0,           0.0060796,           0.0060796,           0.0060796
                 398,            0.014167,            0.014569,                   0,             0.99234,              0.9946,             0.99495,             0.90832,            0.010274,            0.007425,                   0,           0.0060697,           0.0060697,           0.0060697
                 399,            0.013763,            0.014016,                   0,             0.98636,             0.92958,              0.9711,             0.83998,            0.014026,            0.011175,                   0,           0.0060598,           0.0060598,           0.0060598
                 400,            0.014181,            0.014464,                   0,             0.98625,             0.97311,             0.99378,             0.84698,            0.013805,           0.0094546,                   0,           0.0060499,           0.0060499,           0.0060499
                 401,            0.015951,             0.01493,                   0,             0.99555,             0.99872,               0.995,             0.91601,           0.0096875,           0.0070022,                   0,             0.00604,             0.00604,             0.00604
                 402,            0.013699,            0.013397,                   0,              0.9934,             0.99616,             0.99492,              0.9065,            0.010414,           0.0075258,                   0,           0.0060301,           0.0060301,           0.0060301
                 403,            0.014343,            0.013732,                   0,             0.99363,              0.9984,             0.99494,             0.90329,            0.010081,           0.0075544,                   0,           0.0060202,           0.0060202,           0.0060202
                 404,            0.013312,            0.014227,                   0,             0.99819,             0.99488,               0.995,             0.91448,           0.0094979,           0.0070338,                   0,           0.0060103,           0.0060103,           0.0060103
                 405,            0.013763,            0.014893,                   0,             0.99586,             0.98592,             0.99442,             0.89637,            0.011329,           0.0081649,                   0,           0.0060004,           0.0060004,           0.0060004
                 406,            0.014821,             0.01311,                   0,             0.99888,             0.99232,               0.995,             0.91728,           0.0092078,           0.0068725,                   0,           0.0059905,           0.0059905,           0.0059905
                 407,            0.015261,            0.014008,                   0,             0.98323,             0.82583,              0.8903,             0.76791,            0.019222,            0.018514,                   0,           0.0059806,           0.0059806,           0.0059806
                 408,            0.014893,            0.014552,                   0,             0.99726,             0.99616,               0.995,             0.90161,             0.01059,           0.0074337,                   0,           0.0059707,           0.0059707,           0.0059707
                 409,            0.014551,            0.014797,                   0,             0.99571,             0.99232,             0.99496,             0.89784,            0.010515,            0.007744,                   0,           0.0059608,           0.0059608,           0.0059608
                 410,            0.012968,            0.013801,                   0,               0.995,             0.97567,              0.9931,             0.88229,            0.011578,            0.008836,                   0,           0.0059509,           0.0059509,           0.0059509
                 411,            0.012997,             0.01385,                   0,             0.99864,                   1,               0.995,             0.91715,           0.0094826,           0.0068641,                   0,            0.005941,            0.005941,            0.005941
                 412,            0.014139,            0.013922,                   0,             0.99485,                   1,             0.99499,             0.92072,           0.0094613,           0.0068023,                   0,           0.0059311,           0.0059311,           0.0059311
                 413,            0.014789,            0.014774,                   0,             0.99211,             0.99872,             0.99483,             0.91045,           0.0097842,           0.0072043,                   0,           0.0059212,           0.0059212,           0.0059212
                 414,             0.01354,            0.014798,                   0,             0.99742,             0.99028,             0.99496,             0.89993,            0.011049,           0.0074652,                   0,           0.0059113,           0.0059113,           0.0059113
                 415,            0.013716,             0.01359,                   0,             0.99188,             0.99232,             0.99487,             0.91871,           0.0091917,            0.006927,                   0,           0.0059014,           0.0059014,           0.0059014
                 416,            0.012845,            0.013403,                   0,             0.99169,             0.99616,             0.99473,             0.91667,           0.0092795,           0.0070829,                   0,           0.0058915,           0.0058915,           0.0058915
                 417,            0.014018,            0.014019,                   0,             0.98719,             0.99488,             0.99485,             0.91312,           0.0097682,           0.0072536,                   0,           0.0058816,           0.0058816,           0.0058816
                 418,            0.014359,             0.01398,                   0,             0.97768,              0.9936,             0.99401,             0.91841,           0.0096917,           0.0069987,                   0,           0.0058717,           0.0058717,           0.0058717
                 419,            0.014679,            0.012289,                   0,             0.99045,              0.9936,             0.99454,             0.91368,           0.0096246,           0.0070856,                   0,           0.0058618,           0.0058618,           0.0058618
                 420,            0.013436,            0.013629,                   0,             0.98726,             0.99221,             0.99477,             0.87909,            0.011894,           0.0084237,                   0,           0.0058519,           0.0058519,           0.0058519
                 421,            0.013617,            0.014231,                   0,             0.99099,              0.9936,             0.99488,             0.92202,           0.0091298,           0.0067995,                   0,            0.005842,            0.005842,            0.005842
                 422,            0.013109,            0.012688,                   0,             0.99741,             0.99488,             0.99496,             0.92329,            0.008735,            0.006795,                   0,           0.0058321,           0.0058321,           0.0058321
                 423,             0.01373,             0.01291,                   0,             0.99843,             0.99616,             0.99497,             0.91882,           0.0090789,           0.0068762,                   0,           0.0058222,           0.0058222,           0.0058222
                 424,             0.01423,             0.01251,                   0,             0.99127,             0.84763,             0.91378,             0.80359,            0.017733,            0.016409,                   0,           0.0058123,           0.0058123,           0.0058123
                 425,            0.013638,            0.013327,                   0,             0.99488,             0.99464,             0.99494,             0.90234,            0.010417,           0.0076584,                   0,           0.0058024,           0.0058024,           0.0058024
                 426,            0.012507,            0.013117,                   0,             0.99616,             0.99719,             0.99496,             0.90677,           0.0098026,           0.0074487,                   0,           0.0057925,           0.0057925,           0.0057925
                 427,            0.012559,             0.01349,                   0,             0.99347,             0.97436,             0.99247,             0.88354,            0.011989,           0.0091403,                   0,           0.0057826,           0.0057826,           0.0057826
                 428,            0.013843,             0.01239,                   0,              0.9974,             0.99744,             0.99495,              0.9215,           0.0091591,           0.0068212,                   0,           0.0057727,           0.0057727,           0.0057727
                 429,            0.014916,            0.014009,                   0,             0.99682,             0.99744,             0.99497,             0.92127,           0.0092292,           0.0070345,                   0,           0.0057628,           0.0057628,           0.0057628
                 430,            0.015006,            0.014855,                   0,             0.99603,             0.97183,             0.99061,             0.89999,            0.010414,           0.0081259,                   0,           0.0057529,           0.0057529,           0.0057529
                 431,            0.014734,             0.01484,                   0,             0.99521,             0.98592,             0.99478,             0.90712,           0.0097544,           0.0073058,                   0,            0.005743,            0.005743,            0.005743
                 432,            0.013498,            0.014119,                   0,             0.99871,             0.99217,             0.99496,             0.91297,           0.0098608,           0.0074037,                   0,           0.0057331,           0.0057331,           0.0057331
                 433,            0.014017,            0.014096,                   0,             0.99585,             0.99232,             0.99491,             0.90869,            0.010245,           0.0073686,                   0,           0.0057232,           0.0057232,           0.0057232
                 434,            0.015105,            0.014614,                   0,             0.99872,             0.99866,             0.99499,             0.91261,             0.00953,           0.0069653,                   0,           0.0057133,           0.0057133,           0.0057133
                 435,            0.014203,            0.013396,                   0,             0.99872,             0.99722,             0.99499,             0.90459,            0.010126,           0.0072966,                   0,           0.0057034,           0.0057034,           0.0057034
                 436,            0.013141,            0.013233,                   0,             0.99557,              0.9936,             0.99496,             0.90541,           0.0099944,           0.0074658,                   0,           0.0056935,           0.0056935,           0.0056935
                 437,            0.012529,            0.013282,                   0,             0.99744,             0.99843,             0.99497,             0.90603,           0.0098876,           0.0074485,                   0,           0.0056836,           0.0056836,           0.0056836
                 438,            0.013401,            0.014022,                   0,             0.99617,             0.99959,             0.99499,              0.9202,           0.0090859,           0.0068997,                   0,           0.0056737,           0.0056737,           0.0056737
                 439,            0.013921,            0.014062,                   0,             0.99427,             0.99872,             0.99499,             0.92128,           0.0092002,           0.0068546,                   0,           0.0056638,           0.0056638,           0.0056638
                 440,            0.014879,            0.013461,                   0,             0.99541,             0.99744,               0.995,             0.92032,            0.009365,           0.0069656,                   0,           0.0056539,           0.0056539,           0.0056539
                 441,            0.014113,            0.012629,                   0,             0.99617,             0.99976,               0.995,              0.9215,            0.009239,           0.0069103,                   0,            0.005644,            0.005644,            0.005644
                 442,            0.013325,            0.013431,                   0,              0.9949,             0.99872,             0.99497,             0.92054,           0.0093492,           0.0069263,                   0,           0.0056341,           0.0056341,           0.0056341
                 443,            0.013706,            0.013956,                   0,             0.99788,             0.99744,             0.99499,             0.92209,           0.0091463,           0.0067681,                   0,           0.0056242,           0.0056242,           0.0056242
                 444,            0.014034,            0.012929,                   0,             0.99847,             0.99744,               0.995,             0.91726,           0.0095586,           0.0070041,                   0,           0.0056143,           0.0056143,           0.0056143
                 445,            0.014061,            0.012923,                   0,             0.99982,             0.99744,               0.995,             0.90962,            0.009794,           0.0072782,                   0,           0.0056044,           0.0056044,           0.0056044
                 446,             0.01421,            0.013604,                   0,             0.99616,             0.99528,             0.99497,             0.90829,           0.0097121,           0.0074184,                   0,           0.0055945,           0.0055945,           0.0055945
                 447,            0.012873,            0.013625,                   0,             0.99903,             0.99744,               0.995,             0.91671,           0.0091462,           0.0069014,                   0,           0.0055846,           0.0055846,           0.0055846
                 448,            0.012723,            0.013083,                   0,              0.9971,             0.99744,             0.99481,             0.91304,            0.009607,           0.0072976,                   0,           0.0055747,           0.0055747,           0.0055747
                 449,            0.012804,             0.01286,                   0,             0.99711,             0.99744,               0.995,             0.91775,           0.0096012,            0.007104,                   0,           0.0055648,           0.0055648,           0.0055648
                 450,            0.013044,            0.012368,                   0,             0.99506,             0.99616,             0.99468,             0.92162,           0.0093687,           0.0068638,                   0,           0.0055549,           0.0055549,           0.0055549
                 451,            0.014043,            0.013451,                   0,             0.99498,             0.99616,             0.99495,              0.9167,           0.0098052,           0.0070896,                   0,            0.005545,            0.005545,            0.005545
                 452,            0.013307,            0.013454,                   0,             0.99126,             0.99104,             0.99432,             0.87795,            0.013095,           0.0084363,                   0,           0.0055351,           0.0055351,           0.0055351
                 453,            0.012862,            0.012423,                   0,              0.9855,             0.98976,             0.99429,             0.90095,            0.011574,           0.0076884,                   0,           0.0055252,           0.0055252,           0.0055252
                 454,            0.013975,            0.012985,                   0,             0.99258,             0.98464,             0.99463,             0.90979,            0.010324,           0.0074128,                   0,           0.0055153,           0.0055153,           0.0055153
                 455,            0.013656,            0.013556,                   0,             0.98111,             0.97823,             0.99126,             0.90184,            0.010328,           0.0079633,                   0,           0.0055054,           0.0055054,           0.0055054
                 456,            0.013707,            0.013361,                   0,             0.98637,              0.9872,             0.99425,             0.92016,            0.009622,           0.0069658,                   0,           0.0054955,           0.0054955,           0.0054955
                 457,             0.01329,            0.013158,                   0,             0.99803,              0.9872,             0.99494,              0.9274,           0.0094137,           0.0069881,                   0,           0.0054856,           0.0054856,           0.0054856
                 458,            0.012229,            0.012613,                   0,             0.99854,             0.99872,               0.995,             0.92363,           0.0091723,            0.006842,                   0,           0.0054757,           0.0054757,           0.0054757
                 459,            0.012266,            0.013578,                   0,             0.99534,             0.99872,             0.99492,             0.90242,              0.0108,           0.0076153,                   0,           0.0054658,           0.0054658,           0.0054658
                 460,            0.012725,            0.013033,                   0,             0.99482,                   1,             0.99497,             0.92648,           0.0092405,           0.0067538,                   0,           0.0054559,           0.0054559,           0.0054559
                 461,            0.012832,            0.012902,                   0,             0.99201,             0.95415,             0.98165,              0.8754,            0.015915,           0.0095211,                   0,            0.005446,            0.005446,            0.005446
                 462,            0.014609,            0.013876,                   0,             0.99857,             0.99872,               0.995,             0.92429,           0.0090279,           0.0066973,                   0,           0.0054361,           0.0054361,           0.0054361
                 463,            0.012903,            0.013067,                   0,             0.99744,             0.99711,               0.995,             0.90264,            0.010235,           0.0074793,                   0,           0.0054262,           0.0054262,           0.0054262
                 464,            0.012534,            0.013116,                   0,              0.9985,             0.99744,               0.995,             0.92489,           0.0089948,           0.0066687,                   0,           0.0054163,           0.0054163,           0.0054163
                 465,            0.012765,            0.014036,                   0,             0.99817,             0.98207,             0.99072,             0.91559,            0.011061,           0.0072583,                   0,           0.0054064,           0.0054064,           0.0054064
                 466,            0.013216,            0.013277,                   0,             0.99486,             0.99065,             0.99492,             0.92469,           0.0098832,           0.0067352,                   0,           0.0053965,           0.0053965,           0.0053965
                 467,            0.013785,            0.012925,                   0,             0.99871,             0.99465,             0.99499,             0.92104,           0.0095609,           0.0069177,                   0,           0.0053866,           0.0053866,           0.0053866
                 468,             0.01378,            0.013173,                   0,             0.99488,             0.99579,             0.99499,             0.91109,           0.0097888,           0.0070675,                   0,           0.0053767,           0.0053767,           0.0053767
                 469,            0.013162,            0.012885,                   0,                   1,             0.99869,               0.995,                0.93,           0.0086401,           0.0064935,                   0,           0.0053668,           0.0053668,           0.0053668
                 470,            0.012264,            0.012454,                   0,                   1,              0.9987,               0.995,             0.92862,           0.0085909,            0.006486,                   0,           0.0053569,           0.0053569,           0.0053569
                 471,            0.012232,             0.01247,                   0,              0.9974,               0.983,             0.99338,             0.91158,             0.01036,           0.0078577,                   0,            0.005347,            0.005347,            0.005347
                 472,            0.013159,            0.013477,                   0,             0.99981,             0.99872,               0.995,             0.92991,           0.0085939,            0.006346,                   0,           0.0053371,           0.0053371,           0.0053371
                 473,            0.013984,            0.014037,                   0,             0.99226,             0.98433,             0.99438,             0.87473,            0.012575,           0.0089112,                   0,           0.0053272,           0.0053272,           0.0053272
                 474,             0.01246,            0.012217,                   0,             0.99744,             0.99948,               0.995,             0.92836,           0.0088612,           0.0065236,                   0,           0.0053173,           0.0053173,           0.0053173
                 475,            0.013474,            0.013803,                   0,             0.99091,             0.97679,             0.99239,             0.87571,            0.012731,           0.0088503,                   0,           0.0053074,           0.0053074,           0.0053074
                 476,             0.01291,            0.013416,                   0,                   1,             0.99351,               0.995,             0.92056,           0.0096657,           0.0068156,                   0,           0.0052975,           0.0052975,           0.0052975
                 477,            0.013614,            0.011927,                   0,             0.99965,             0.99872,               0.995,             0.93268,           0.0084433,           0.0064444,                   0,           0.0052876,           0.0052876,           0.0052876
                 478,            0.013489,            0.013589,                   0,             0.99983,             0.99872,               0.995,             0.92458,           0.0092752,           0.0066624,                   0,           0.0052777,           0.0052777,           0.0052777
                 479,            0.013533,            0.013386,                   0,             0.99829,                   1,               0.995,             0.93175,           0.0089259,           0.0064648,                   0,           0.0052678,           0.0052678,           0.0052678
                 480,            0.012099,            0.012079,                   0,                   1,             0.99863,               0.995,             0.92751,           0.0087442,           0.0065477,                   0,           0.0052579,           0.0052579,           0.0052579
                 481,             0.01248,            0.013204,                   0,             0.99606,                   1,             0.99492,             0.93082,           0.0085014,           0.0065644,                   0,            0.005248,            0.005248,            0.005248
                 482,            0.011724,            0.012449,                   0,             0.99613,                   1,               0.995,             0.92794,           0.0089393,           0.0065786,                   0,           0.0052381,           0.0052381,           0.0052381
                 483,            0.012373,            0.013465,                   0,             0.99473,             0.99488,             0.99482,             0.93068,            0.010237,           0.0064434,                   0,           0.0052282,           0.0052282,           0.0052282
                 484,            0.013535,            0.012887,                   0,              0.9966,              0.9936,             0.99492,             0.92395,            0.011113,           0.0067511,                   0,           0.0052183,           0.0052183,           0.0052183
                 485,             0.01292,            0.012223,                   0,             0.99889,             0.99616,               0.995,             0.92742,            0.009002,           0.0066865,                   0,           0.0052084,           0.0052084,           0.0052084
                 486,            0.013453,            0.012814,                   0,             0.99514,              0.9936,             0.99358,             0.92569,            0.010846,           0.0067878,                   0,           0.0051985,           0.0051985,           0.0051985
                 487,             0.01312,            0.014016,                   0,             0.99554,             0.99488,             0.99467,             0.91023,            0.010555,           0.0073798,                   0,           0.0051886,           0.0051886,           0.0051886
                 488,            0.012469,            0.012914,                   0,             0.99981,             0.99744,               0.995,             0.92465,           0.0087392,           0.0067067,                   0,           0.0051787,           0.0051787,           0.0051787
                 489,             0.01231,            0.012825,                   0,             0.98472,             0.89501,             0.93614,             0.81528,            0.017394,            0.014181,                   0,           0.0051688,           0.0051688,           0.0051688
                 490,            0.012847,            0.012453,                   0,             0.99482,             0.99744,             0.99494,             0.92481,           0.0091139,           0.0066534,                   0,           0.0051589,           0.0051589,           0.0051589
                 491,            0.011987,             0.01232,                   0,             0.98311,             0.90013,             0.93126,             0.81697,            0.018368,            0.013797,                   0,            0.005149,            0.005149,            0.005149
                 492,            0.012137,            0.012589,                   0,             0.99485,             0.99744,             0.99495,             0.90706,            0.010289,           0.0073938,                   0,           0.0051391,           0.0051391,           0.0051391
                 493,            0.012424,            0.013512,                   0,             0.99677,             0.98592,             0.99491,             0.91211,            0.009829,           0.0077719,                   0,           0.0051292,           0.0051292,           0.0051292
                 494,            0.013381,            0.013302,                   0,             0.98969,             0.98321,             0.99169,             0.89241,            0.011085,            0.008746,                   0,           0.0051193,           0.0051193,           0.0051193
                 495,             0.01398,            0.013484,                   0,                   1,             0.99846,               0.995,             0.92172,           0.0089787,           0.0067288,                   0,           0.0051094,           0.0051094,           0.0051094
                 496,            0.012799,            0.012611,                   0,             0.98416,             0.95482,             0.98525,             0.87643,              0.0119,           0.0097068,                   0,           0.0050995,           0.0050995,           0.0050995
                 497,            0.012921,            0.012934,                   0,             0.99201,             0.97055,             0.99079,              0.8894,            0.011613,           0.0086413,                   0,           0.0050896,           0.0050896,           0.0050896
                 498,            0.011856,            0.013034,                   0,             0.99429,             0.98079,             0.99461,             0.89622,             0.01116,           0.0078027,                   0,           0.0050797,           0.0050797,           0.0050797
                 499,            0.013127,            0.013008,                   0,             0.99744,             0.99701,               0.995,             0.93505,           0.0083281,           0.0064244,                   0,           0.0050698,           0.0050698,           0.0050698
                 500,            0.013129,            0.013365,                   0,             0.99774,             0.99616,               0.995,              0.9129,           0.0096856,           0.0069966,                   0,           0.0050599,           0.0050599,           0.0050599
                 501,            0.011984,            0.012891,                   0,             0.99802,             0.99872,               0.995,             0.91855,           0.0093903,           0.0068162,                   0,             0.00505,             0.00505,             0.00505
                 502,            0.012234,            0.011745,                   0,             0.99408,             0.99872,             0.99495,             0.92958,           0.0088522,           0.0066518,                   0,           0.0050401,           0.0050401,           0.0050401
                 503,            0.012209,            0.012984,                   0,             0.99467,             0.99872,             0.99495,             0.93302,           0.0081404,           0.0064966,                   0,           0.0050302,           0.0050302,           0.0050302
                 504,            0.011605,             0.01195,                   0,             0.99743,             0.99474,             0.99499,             0.91514,           0.0091943,           0.0069984,                   0,           0.0050203,           0.0050203,           0.0050203
                 505,            0.012127,            0.012697,                   0,             0.99805,             0.99616,               0.995,             0.91133,           0.0095022,            0.007203,                   0,           0.0050104,           0.0050104,           0.0050104
                 506,            0.012757,            0.012416,                   0,             0.99789,             0.99744,               0.995,             0.93814,           0.0080073,           0.0063204,                   0,           0.0050005,           0.0050005,           0.0050005
                 507,            0.012152,            0.012712,                   0,             0.99779,             0.98592,             0.99478,              0.9086,           0.0099008,            0.007418,                   0,           0.0049906,           0.0049906,           0.0049906
                 508,            0.012003,            0.012437,                   0,             0.99872,             0.99846,               0.995,             0.92903,           0.0087063,           0.0067527,                   0,           0.0049807,           0.0049807,           0.0049807
                 509,            0.011397,            0.011835,                   0,              0.9984,                   1,               0.995,             0.93043,           0.0086356,            0.006671,                   0,           0.0049708,           0.0049708,           0.0049708
                 510,            0.012435,            0.013601,                   0,             0.99872,             0.99908,               0.995,             0.92307,           0.0090136,           0.0068567,                   0,           0.0049609,           0.0049609,           0.0049609
                 511,            0.013116,            0.013298,                   0,                   1,             0.99849,               0.995,             0.93872,           0.0082625,           0.0063777,                   0,            0.004951,            0.004951,            0.004951
                 512,            0.012272,            0.011725,                   0,             0.99852,             0.99872,               0.995,             0.93176,           0.0084455,           0.0066496,                   0,           0.0049411,           0.0049411,           0.0049411
                 513,            0.012291,            0.011724,                   0,             0.98972,             0.98637,             0.99478,             0.90243,            0.010647,           0.0082338,                   0,           0.0049312,           0.0049312,           0.0049312
                 514,             0.01211,            0.012406,                   0,             0.99744,             0.99853,               0.995,             0.92452,           0.0088467,           0.0066438,                   0,           0.0049213,           0.0049213,           0.0049213
                 515,              0.0119,            0.012115,                   0,             0.99824,             0.99232,               0.995,             0.90237,            0.010475,           0.0077074,                   0,           0.0049114,           0.0049114,           0.0049114
                 516,            0.011943,            0.011767,                   0,                   1,             0.99865,               0.995,             0.93645,            0.008187,           0.0063777,                   0,           0.0049015,           0.0049015,           0.0049015
                 517,            0.012258,            0.012398,                   0,                   1,             0.99844,               0.995,             0.93322,           0.0086583,           0.0064965,                   0,           0.0048916,           0.0048916,           0.0048916
                 518,            0.012189,             0.01388,                   0,                   1,             0.99856,               0.995,             0.93956,           0.0083098,           0.0063606,                   0,           0.0048817,           0.0048817,           0.0048817
                 519,            0.012121,            0.011953,                   0,             0.99813,                   1,               0.995,              0.9315,           0.0084032,           0.0065054,                   0,           0.0048718,           0.0048718,           0.0048718
