               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 155,            0.023542,            0.020579,                   0,             0.97937,             0.97263,             0.99329,             0.79884,            0.015879,            0.011411,                   0,           0.0084754,           0.0084754,           0.0084754
                 156,             0.02218,             0.02056,                   0,             0.96755,             0.85275,             0.92095,             0.71292,            0.023665,            0.016744,                   0,           0.0084655,           0.0084655,           0.0084655
                 157,            0.021217,            0.019483,                   0,             0.98971,             0.99616,             0.99477,             0.81383,            0.016917,            0.010535,                   0,           0.0084556,           0.0084556,           0.0084556
                 158,            0.023173,            0.019111,                   0,               0.975,             0.94897,             0.98121,             0.76179,             0.01909,            0.012899,                   0,           0.0084457,           0.0084457,           0.0084457
                 159,            0.022652,            0.019097,                   0,             0.98449,             0.99616,             0.99476,             0.80124,            0.016438,            0.010412,                   0,           0.0084358,           0.0084358,           0.0084358
                 160,            0.022688,            0.020088,                   0,             0.98706,              0.9769,             0.99393,             0.79634,            0.018054,            0.010912,                   0,           0.0084259,           0.0084259,           0.0084259
                 161,            0.023186,            0.019252,                   0,             0.99005,             0.98976,             0.99481,             0.80625,            0.017091,            0.010054,                   0,            0.008416,            0.008416,            0.008416
                 162,             0.02271,            0.019479,                   0,             0.95899,             0.92826,             0.96979,             0.75979,            0.020062,            0.013235,                   0,           0.0084061,           0.0084061,           0.0084061
                 163,            0.022295,            0.019043,                   0,             0.99232,             0.99329,             0.99462,             0.82079,            0.014989,            0.010027,                   0,           0.0083962,           0.0083962,           0.0083962
                 164,            0.021475,            0.017888,                   0,             0.97382,             0.90507,             0.95524,             0.76195,            0.019142,            0.013978,                   0,           0.0083863,           0.0083863,           0.0083863
                 165,             0.02263,            0.019428,                   0,              0.9901,             0.98592,             0.99465,             0.78833,            0.018095,            0.010555,                   0,           0.0083764,           0.0083764,           0.0083764
                 166,            0.022864,            0.019748,                   0,             0.96867,              0.9104,              0.9593,             0.75127,            0.020627,            0.013998,                   0,           0.0083665,           0.0083665,           0.0083665
                 167,            0.021842,            0.018679,                   0,             0.99571,             0.98592,             0.99489,             0.83454,            0.015257,           0.0096786,                   0,           0.0083566,           0.0083566,           0.0083566
                 168,             0.02125,            0.018524,                   0,             0.98556,             0.98207,             0.99399,             0.78876,            0.018107,             0.01056,                   0,           0.0083467,           0.0083467,           0.0083467
                 169,            0.023326,            0.017913,                   0,             0.98843,             0.98452,             0.99227,             0.81375,            0.016146,            0.010749,                   0,           0.0083368,           0.0083368,           0.0083368
                 170,            0.022178,            0.018469,                   0,             0.98828,             0.98976,             0.99467,             0.79966,            0.016369,            0.010204,                   0,           0.0083269,           0.0083269,           0.0083269
                 171,            0.022106,            0.019524,                   0,             0.96619,             0.95129,             0.98743,             0.77581,            0.020331,             0.01177,                   0,            0.008317,            0.008317,            0.008317
                 172,            0.023083,            0.019869,                   0,             0.96326,              0.9736,             0.99216,             0.78183,            0.017656,            0.011446,                   0,           0.0083071,           0.0083071,           0.0083071
                 173,            0.020291,            0.018469,                   0,             0.99357,             0.98874,              0.9948,             0.83559,            0.015678,           0.0098584,                   0,           0.0082972,           0.0082972,           0.0082972
                 174,            0.021434,            0.018024,                   0,              0.9654,             0.82074,               0.893,             0.67369,            0.025186,            0.017427,                   0,           0.0082873,           0.0082873,           0.0082873
                 175,            0.022226,            0.020483,                   0,             0.98634,             0.99104,             0.99473,              0.8474,            0.014957,           0.0096179,                   0,           0.0082774,           0.0082774,           0.0082774
                 176,            0.021201,            0.018947,                   0,             0.99106,             0.99332,             0.99463,             0.83748,            0.014571,           0.0099696,                   0,           0.0082675,           0.0082675,           0.0082675
                 177,             0.02015,             0.01787,                   0,             0.99095,             0.99616,             0.99483,             0.85153,            0.014586,           0.0093957,                   0,           0.0082576,           0.0082576,           0.0082576
                 178,            0.020321,            0.018222,                   0,             0.98285,             0.95369,             0.98167,              0.7879,            0.018513,              0.0124,                   0,           0.0082477,           0.0082477,           0.0082477
                 179,            0.020846,            0.018499,                   0,             0.98353,             0.99395,             0.99441,             0.83934,             0.01525,           0.0097523,                   0,           0.0082378,           0.0082378,           0.0082378
                 180,            0.020855,            0.019379,                   0,             0.99074,             0.95861,             0.98845,             0.80029,            0.016706,            0.011229,                   0,           0.0082279,           0.0082279,           0.0082279
                 181,            0.021638,            0.019286,                   0,             0.92194,             0.63516,             0.73113,             0.52215,            0.034196,            0.027125,                   0,            0.008218,            0.008218,            0.008218
                 182,            0.021784,            0.017928,                   0,             0.98985,             0.99889,             0.99477,             0.83329,            0.015895,           0.0099361,                   0,           0.0082081,           0.0082081,           0.0082081
                 183,            0.022238,            0.018545,                   0,             0.99357,             0.98879,             0.99487,             0.80839,            0.015288,            0.010143,                   0,           0.0081982,           0.0081982,           0.0081982
                 184,            0.020158,            0.019001,                   0,             0.99487,             0.99327,             0.99486,             0.83323,            0.016765,           0.0095643,                   0,           0.0081883,           0.0081883,           0.0081883
                 185,            0.021777,            0.018127,                   0,             0.99243,             0.99616,             0.99487,             0.83982,            0.014936,           0.0095418,                   0,           0.0081784,           0.0081784,           0.0081784
                 186,            0.021607,            0.018933,                   0,             0.99228,             0.99744,             0.99495,              0.8559,            0.014488,           0.0092767,                   0,           0.0081685,           0.0081685,           0.0081685
                 187,            0.022002,             0.01895,                   0,             0.95639,             0.72599,             0.80244,             0.59291,            0.035647,            0.022643,                   0,           0.0081586,           0.0081586,           0.0081586
                 188,            0.021679,            0.019778,                   0,             0.98966,             0.98084,             0.99434,             0.82655,             0.01535,              0.0104,                   0,           0.0081487,           0.0081487,           0.0081487
                 189,            0.019703,            0.018057,                   0,             0.98586,             0.98166,              0.9925,             0.79479,            0.016608,            0.010565,                   0,           0.0081388,           0.0081388,           0.0081388
                 190,            0.019139,            0.016692,                   0,             0.99572,             0.99232,             0.99491,             0.82909,            0.015467,           0.0098438,                   0,           0.0081289,           0.0081289,           0.0081289
                 191,            0.020298,            0.018665,                   0,             0.96737,             0.87299,             0.92934,              0.7445,             0.02067,            0.016057,                   0,            0.008119,            0.008119,            0.008119
                 192,            0.020645,            0.017349,                   0,             0.97466,             0.79001,             0.84557,             0.63963,            0.026326,            0.019919,                   0,           0.0081091,           0.0081091,           0.0081091
                 193,             0.02044,            0.017894,                   0,             0.98853,             0.99356,             0.99486,             0.82269,            0.015877,           0.0095645,                   0,           0.0080992,           0.0080992,           0.0080992
                 194,            0.019907,            0.017787,                   0,             0.98366,             0.97951,              0.9934,             0.79896,            0.017133,            0.010952,                   0,           0.0080893,           0.0080893,           0.0080893
                 195,            0.018398,            0.016456,                   0,             0.98961,             0.99104,             0.99475,             0.82567,            0.015171,           0.0099373,                   0,           0.0080794,           0.0080794,           0.0080794
                 196,            0.020009,            0.017046,                   0,             0.99606,             0.99744,             0.99497,             0.84948,            0.014398,           0.0093607,                   0,           0.0080695,           0.0080695,           0.0080695
                 197,            0.020591,            0.019028,                   0,             0.99366,             0.95134,             0.98795,             0.83026,            0.015486,            0.011365,                   0,           0.0080596,           0.0080596,           0.0080596
                 198,            0.021007,            0.016937,                   0,             0.98454,             0.97853,             0.99254,             0.82695,            0.015714,            0.010578,                   0,           0.0080497,           0.0080497,           0.0080497
                 199,            0.020911,            0.017078,                   0,             0.99129,             0.96159,             0.98777,             0.82056,            0.015839,            0.010967,                   0,           0.0080398,           0.0080398,           0.0080398
                 200,            0.019602,            0.017387,                   0,             0.98991,             0.99488,             0.99481,             0.83621,            0.014714,           0.0095415,                   0,           0.0080299,           0.0080299,           0.0080299
                 201,            0.019188,            0.017347,                   0,             0.99081,             0.98592,             0.99456,             0.83786,            0.015053,           0.0098771,                   0,             0.00802,             0.00802,             0.00802
                 202,            0.019698,            0.017552,                   0,             0.99362,             0.99772,             0.99495,             0.85193,            0.014582,            0.009211,                   0,           0.0080101,           0.0080101,           0.0080101
                 203,            0.020607,            0.018202,                   0,             0.92712,             0.65045,             0.72019,             0.54905,             0.03478,            0.025777,                   0,           0.0080002,           0.0080002,           0.0080002
                 204,            0.018114,            0.016937,                   0,             0.98567,             0.96899,             0.99015,             0.83833,            0.016087,            0.010762,                   0,           0.0079903,           0.0079903,           0.0079903
                 205,             0.01973,            0.017387,                   0,             0.99101,             0.98823,             0.99455,             0.85068,             0.01428,           0.0095339,                   0,           0.0079804,           0.0079804,           0.0079804
                 206,            0.020133,            0.017592,                   0,             0.96155,              0.7516,             0.82588,             0.63461,            0.028435,            0.021982,                   0,           0.0079705,           0.0079705,           0.0079705
                 207,             0.02026,            0.018905,                   0,              0.9596,             0.91805,             0.95106,             0.77807,            0.017815,            0.013656,                   0,           0.0079606,           0.0079606,           0.0079606
                 208,            0.020982,             0.01753,                   0,             0.96672,              0.9283,             0.96461,             0.78481,            0.017388,            0.013265,                   0,           0.0079507,           0.0079507,           0.0079507
                 209,            0.021239,            0.017707,                   0,             0.95143,             0.76825,             0.84199,             0.66143,            0.025822,            0.021613,                   0,           0.0079408,           0.0079408,           0.0079408
                 210,            0.020097,            0.018863,                   0,             0.98507,             0.98848,             0.99427,             0.82827,            0.015356,            0.010037,                   0,           0.0079309,           0.0079309,           0.0079309
                 211,            0.020234,             0.01812,                   0,             0.97383,             0.95297,             0.98001,             0.81246,            0.016021,            0.011866,                   0,            0.007921,            0.007921,            0.007921
                 212,            0.018921,            0.018553,                   0,             0.93998,             0.78202,             0.85733,             0.66145,            0.026735,             0.02004,                   0,           0.0079111,           0.0079111,           0.0079111
                 213,            0.020521,            0.016601,                   0,             0.99358,             0.99087,             0.99488,             0.83567,            0.014034,             0.00956,                   0,           0.0079012,           0.0079012,           0.0079012
                 214,            0.020762,            0.018733,                   0,             0.97988,             0.97951,             0.99305,             0.81431,            0.015465,            0.010632,                   0,           0.0078913,           0.0078913,           0.0078913
                 215,            0.020079,            0.017849,                   0,             0.99487,              0.9934,             0.99482,             0.82811,            0.015489,           0.0097646,                   0,           0.0078814,           0.0078814,           0.0078814
                 216,            0.020222,            0.019252,                   0,             0.99233,             0.99396,             0.99488,             0.84175,            0.014902,           0.0093046,                   0,           0.0078715,           0.0078715,           0.0078715
                 217,            0.020197,            0.016655,                   0,             0.97572,             0.94622,             0.97428,             0.78514,            0.017845,            0.012621,                   0,           0.0078616,           0.0078616,           0.0078616
                 218,            0.019365,            0.018195,                   0,             0.87959,              0.7389,             0.78174,             0.60081,            0.034103,            0.020789,                   0,           0.0078517,           0.0078517,           0.0078517
                 219,            0.019473,            0.017976,                   0,             0.96061,             0.89629,             0.94404,             0.73819,            0.019325,            0.015253,                   0,           0.0078418,           0.0078418,           0.0078418
                 220,            0.021026,            0.017467,                   0,             0.99229,             0.98883,             0.99478,             0.82733,            0.014298,           0.0097383,                   0,           0.0078319,           0.0078319,           0.0078319
                 221,             0.02056,            0.018171,                   0,             0.99227,             0.98574,             0.99443,             0.84469,            0.014732,           0.0099123,                   0,            0.007822,            0.007822,            0.007822
                 222,            0.019779,            0.017886,                   0,             0.99113,             0.98079,             0.99442,             0.84135,            0.014948,            0.010084,                   0,           0.0078121,           0.0078121,           0.0078121
                 223,            0.018585,            0.017166,                   0,             0.96837,             0.81434,             0.88771,             0.70383,            0.023688,            0.018224,                   0,           0.0078022,           0.0078022,           0.0078022
                 224,            0.018716,            0.018184,                   0,              0.9695,             0.85275,             0.90365,             0.73955,            0.024494,            0.016952,                   0,           0.0077923,           0.0077923,           0.0077923
                 225,            0.019463,             0.01879,                   0,             0.98715,             0.98394,             0.99414,             0.83138,            0.015062,           0.0099763,                   0,           0.0077824,           0.0077824,           0.0077824
                 226,            0.019655,            0.016958,                   0,             0.99224,             0.98289,             0.99419,             0.83378,            0.015353,            0.010142,                   0,           0.0077725,           0.0077725,           0.0077725
                 227,            0.019097,            0.015686,                   0,             0.98229,              0.9872,             0.99429,             0.82086,            0.016282,            0.010517,                   0,           0.0077626,           0.0077626,           0.0077626
                 228,               0.019,            0.017943,                   0,             0.99162,             0.99616,             0.99491,             0.84569,            0.013895,           0.0091617,                   0,           0.0077527,           0.0077527,           0.0077527
                 229,            0.018826,            0.017895,                   0,             0.97585,             0.87956,             0.95054,             0.77693,            0.017688,            0.014475,                   0,           0.0077428,           0.0077428,           0.0077428
                 230,            0.019802,            0.017624,                   0,             0.97855,             0.80922,             0.87505,             0.65415,            0.024784,            0.017731,                   0,           0.0077329,           0.0077329,           0.0077329
                 231,             0.02035,            0.017601,                   0,             0.98737,             0.99616,             0.99495,             0.85587,            0.013534,           0.0090898,                   0,            0.007723,            0.007723,            0.007723
                 232,            0.018055,             0.01837,                   0,              0.9898,             0.99411,             0.99491,             0.81277,            0.016128,           0.0097712,                   0,           0.0077131,           0.0077131,           0.0077131
                 233,            0.019886,            0.018465,                   0,             0.98332,             0.92061,             0.97078,             0.79701,            0.017957,             0.01272,                   0,           0.0077032,           0.0077032,           0.0077032
                 234,            0.018849,            0.017589,                   0,             0.99234,             0.99575,             0.99471,             0.84724,            0.014187,           0.0097397,                   0,           0.0076933,           0.0076933,           0.0076933
                 235,            0.019094,            0.018698,                   0,             0.99061,              0.9456,             0.97164,             0.81182,            0.015272,            0.011749,                   0,           0.0076834,           0.0076834,           0.0076834
                 236,            0.019768,            0.017226,                   0,             0.98725,             0.99129,             0.99434,             0.84647,            0.014085,           0.0094666,                   0,           0.0076735,           0.0076735,           0.0076735
                 237,            0.019461,             0.01917,                   0,             0.97948,             0.97806,             0.99204,              0.8394,            0.015129,            0.010082,                   0,           0.0076636,           0.0076636,           0.0076636
                 238,            0.019918,            0.018345,                   0,             0.98824,             0.93342,             0.96254,              0.7796,            0.018135,            0.013144,                   0,           0.0076537,           0.0076537,           0.0076537
                 239,            0.019464,            0.017124,                   0,             0.98171,             0.95775,             0.98537,             0.82734,            0.015267,            0.011215,                   0,           0.0076438,           0.0076438,           0.0076438
                 240,            0.018164,            0.016169,                   0,             0.99045,             0.98207,             0.99281,              0.8404,            0.014928,           0.0098502,                   0,           0.0076339,           0.0076339,           0.0076339
                 241,            0.019843,            0.017007,                   0,             0.99045,             0.99616,             0.99484,             0.85958,            0.013381,           0.0090037,                   0,            0.007624,            0.007624,            0.007624
                 242,            0.020293,            0.018558,                   0,              0.9798,             0.99387,             0.99455,             0.85037,            0.013656,           0.0094131,                   0,           0.0076141,           0.0076141,           0.0076141
                 243,            0.019624,            0.016714,                   0,             0.98365,             0.92414,             0.97249,             0.79052,            0.018119,            0.012566,                   0,           0.0076042,           0.0076042,           0.0076042
                 244,            0.017875,            0.017376,                   0,             0.99269,             0.99616,             0.99491,             0.86178,            0.012999,           0.0089395,                   0,           0.0075943,           0.0075943,           0.0075943
                 245,            0.018516,            0.016944,                   0,             0.99426,              0.9872,             0.99469,             0.85893,            0.013444,           0.0095324,                   0,           0.0075844,           0.0075844,           0.0075844
                 246,             0.01954,            0.016055,                   0,             0.99207,             0.99104,             0.99482,             0.84524,            0.014211,           0.0096242,                   0,           0.0075745,           0.0075745,           0.0075745
                 247,            0.018401,            0.017494,                   0,             0.99552,             0.99232,             0.99494,             0.86443,            0.012929,           0.0089886,                   0,           0.0075646,           0.0075646,           0.0075646
                 248,            0.019426,            0.017319,                   0,             0.97748,             0.88933,             0.95999,             0.78796,            0.018374,            0.013189,                   0,           0.0075547,           0.0075547,           0.0075547
                 249,            0.019765,              0.0163,                   0,             0.97216,             0.89411,             0.91204,             0.74139,            0.019926,            0.015849,                   0,           0.0075448,           0.0075448,           0.0075448
                 250,            0.018615,            0.017462,                   0,             0.97716,             0.90141,             0.96203,             0.76335,            0.019833,            0.014118,                   0,           0.0075349,           0.0075349,           0.0075349
                 251,            0.020938,            0.017576,                   0,             0.99592,             0.98207,             0.99462,             0.85703,            0.013823,           0.0094053,                   0,            0.007525,            0.007525,            0.007525
                 252,            0.018215,            0.017187,                   0,             0.99107,             0.99474,             0.99478,              0.8564,            0.014514,           0.0095905,                   0,           0.0075151,           0.0075151,           0.0075151
                 253,            0.018949,            0.017367,                   0,             0.98973,             0.97055,             0.98543,             0.82177,            0.015484,            0.010437,                   0,           0.0075052,           0.0075052,           0.0075052
                 254,            0.019011,            0.018125,                   0,             0.95619,             0.86627,             0.91833,             0.72863,            0.022788,            0.016332,                   0,           0.0074953,           0.0074953,           0.0074953
                 255,            0.018832,            0.017615,                   0,             0.98569,             0.97004,             0.98955,             0.80647,            0.015936,            0.010956,                   0,           0.0074854,           0.0074854,           0.0074854
                 256,            0.018465,            0.017333,                   0,              0.9936,             0.99488,             0.99492,             0.87228,            0.013246,           0.0086835,                   0,           0.0074755,           0.0074755,           0.0074755
                 257,            0.018524,            0.017496,                   0,             0.99183,             0.99744,             0.99495,             0.86894,            0.012668,           0.0088542,                   0,           0.0074656,           0.0074656,           0.0074656
                 258,            0.019213,            0.017262,                   0,             0.98003,             0.95647,              0.9835,             0.79809,            0.017075,            0.011861,                   0,           0.0074557,           0.0074557,           0.0074557
                 259,            0.019214,            0.016193,                   0,             0.92626,             0.65685,             0.73459,             0.56189,            0.032457,            0.025085,                   0,           0.0074458,           0.0074458,           0.0074458
                 260,            0.018879,            0.017352,                   0,             0.98725,             0.99127,             0.99479,             0.84751,             0.01361,           0.0090816,                   0,           0.0074359,           0.0074359,           0.0074359
                 261,            0.018244,            0.017068,                   0,             0.98902,             0.99104,             0.99488,             0.85522,            0.013219,           0.0091886,                   0,            0.007426,            0.007426,            0.007426
                 262,            0.017485,            0.015394,                   0,             0.98059,             0.97032,             0.98734,              0.8252,            0.015072,            0.011173,                   0,           0.0074161,           0.0074161,           0.0074161
                 263,            0.018156,            0.017564,                   0,             0.99216,             0.97169,             0.99375,             0.85968,             0.01369,           0.0097012,                   0,           0.0074062,           0.0074062,           0.0074062
                 264,            0.019401,            0.018172,                   0,             0.97793,              0.7452,             0.87337,             0.71708,            0.027152,            0.018299,                   0,           0.0073963,           0.0073963,           0.0073963
                 265,            0.017969,            0.016429,                   0,             0.99235,             0.99633,             0.99476,             0.85932,             0.01292,            0.009117,                   0,           0.0073864,           0.0073864,           0.0073864
                 266,            0.016846,            0.017051,                   0,             0.99427,             0.98976,             0.99471,               0.834,            0.014616,           0.0097648,                   0,           0.0073765,           0.0073765,           0.0073765
                 267,            0.018739,            0.016157,                   0,              0.9941,             0.98464,             0.99442,             0.83138,            0.014246,             0.01018,                   0,           0.0073666,           0.0073666,           0.0073666
                 268,            0.018151,            0.016424,                   0,             0.99773,             0.99488,             0.99496,             0.87131,            0.011935,           0.0086116,                   0,           0.0073567,           0.0073567,           0.0073567
                 269,            0.017802,            0.017596,                   0,             0.98112,             0.98976,             0.99454,             0.83443,            0.014602,           0.0098852,                   0,           0.0073468,           0.0073468,           0.0073468
                 270,            0.018913,            0.017003,                   0,             0.99482,             0.99872,             0.99496,             0.86754,            0.012523,           0.0087567,                   0,           0.0073369,           0.0073369,           0.0073369
                 271,            0.017731,            0.016684,                   0,             0.99019,             0.98976,             0.99458,             0.85859,            0.013629,           0.0093321,                   0,            0.007327,            0.007327,            0.007327
                 272,            0.017348,            0.015793,                   0,             0.97574,             0.97831,             0.98505,              0.8613,            0.013035,           0.0093227,                   0,           0.0073171,           0.0073171,           0.0073171
                 273,            0.015891,            0.015861,                   0,             0.98856,             0.99744,             0.99461,             0.86685,            0.012147,           0.0083368,                   0,           0.0073072,           0.0073072,           0.0073072
                 274,             0.01816,            0.016806,                   0,             0.99361,             0.99527,             0.99495,             0.86479,            0.012088,           0.0084436,                   0,           0.0072973,           0.0072973,           0.0072973
                 275,            0.019722,            0.016815,                   0,             0.98455,             0.98335,             0.99288,             0.84299,            0.013991,            0.009766,                   0,           0.0072874,           0.0072874,           0.0072874
                 276,            0.017722,            0.017042,                   0,             0.99344,             0.96924,             0.98696,             0.83667,             0.01423,            0.010518,                   0,           0.0072775,           0.0072775,           0.0072775
                 277,            0.017597,            0.016013,                   0,             0.99418,             0.99744,               0.995,             0.87536,            0.012539,             0.00849,                   0,           0.0072676,           0.0072676,           0.0072676
                 278,             0.01703,            0.015696,                   0,             0.99742,             0.98831,             0.99495,             0.86949,            0.011736,           0.0085612,                   0,           0.0072577,           0.0072577,           0.0072577
                 279,            0.017196,            0.017884,                   0,             0.97007,             0.83611,              0.9103,             0.71867,            0.020137,            0.017122,                   0,           0.0072478,           0.0072478,           0.0072478
                 280,            0.017874,            0.016249,                   0,             0.99363,             0.99818,             0.99497,             0.87658,            0.011907,           0.0083645,                   0,           0.0072379,           0.0072379,           0.0072379
                 281,            0.017674,            0.016702,                   0,             0.97016,             0.90909,             0.94685,             0.77643,            0.017743,            0.014814,                   0,            0.007228,            0.007228,            0.007228
                 282,            0.018196,            0.016748,                   0,             0.99589,             0.99872,             0.99499,             0.87692,            0.011868,           0.0083917,                   0,           0.0072181,           0.0072181,           0.0072181
                 283,            0.015465,            0.015992,                   0,              0.9944,             0.99616,             0.99496,             0.88588,            0.011689,           0.0083812,                   0,           0.0072082,           0.0072082,           0.0072082
                 284,            0.016978,            0.016315,                   0,             0.99615,             0.99484,             0.99499,             0.87388,            0.012787,           0.0086445,                   0,           0.0071983,           0.0071983,           0.0071983
                 285,            0.018259,            0.015751,                   0,             0.99075,             0.98335,             0.99444,             0.85993,              0.0128,           0.0096086,                   0,           0.0071884,           0.0071884,           0.0071884
                 286,            0.017816,             0.01612,                   0,             0.98963,             0.99232,             0.99492,             0.85224,            0.014104,           0.0092454,                   0,           0.0071785,           0.0071785,           0.0071785
                 287,            0.017698,            0.016165,                   0,             0.97413,             0.91607,             0.96318,             0.80715,            0.016879,            0.013255,                   0,           0.0071686,           0.0071686,           0.0071686
                 288,            0.017549,            0.016605,                   0,             0.99109,             0.99676,              0.9949,             0.87671,            0.012023,           0.0088466,                   0,           0.0071587,           0.0071587,           0.0071587
                 289,            0.017074,            0.016726,                   0,             0.98702,             0.87653,             0.92174,             0.77056,            0.021314,            0.015931,                   0,           0.0071488,           0.0071488,           0.0071488
                 290,            0.017647,            0.015887,                   0,             0.98702,             0.98976,             0.99429,             0.83783,            0.014553,            0.010045,                   0,           0.0071389,           0.0071389,           0.0071389
                 291,            0.017582,            0.017029,                   0,             0.99349,             0.97771,             0.99237,             0.84054,            0.013983,            0.010449,                   0,            0.007129,            0.007129,            0.007129
                 292,            0.018272,             0.01485,                   0,             0.99731,                   1,             0.99495,             0.87222,            0.012402,           0.0085189,                   0,           0.0071191,           0.0071191,           0.0071191
                 293,            0.017418,            0.015929,                   0,             0.99584,                   1,             0.99495,             0.88057,            0.011854,           0.0083961,                   0,           0.0071092,           0.0071092,           0.0071092
                 294,             0.01639,            0.015618,                   0,             0.98545,             0.95366,               0.986,             0.84794,             0.01447,             0.01091,                   0,           0.0070993,           0.0070993,           0.0070993
                 295,            0.016094,            0.016512,                   0,             0.99543,             0.98848,             0.99478,              0.8712,            0.012808,           0.0094777,                   0,           0.0070894,           0.0070894,           0.0070894
                 296,            0.016266,            0.016303,                   0,             0.99693,             0.97439,             0.99446,              0.8709,            0.013043,           0.0099167,                   0,           0.0070795,           0.0070795,           0.0070795
                 297,             0.01754,             0.01555,                   0,             0.99612,             0.99744,             0.99495,             0.87516,            0.012015,           0.0087352,                   0,           0.0070696,           0.0070696,           0.0070696
                 298,            0.016368,            0.015499,                   0,             0.99558,             0.98848,             0.99482,             0.85773,            0.012953,           0.0095698,                   0,           0.0070597,           0.0070597,           0.0070597
                 299,            0.015881,            0.015063,                   0,             0.99712,             0.99872,             0.99497,             0.88289,            0.011967,           0.0084894,                   0,           0.0070498,           0.0070498,           0.0070498
                 300,            0.016341,            0.014906,                   0,             0.99867,                   1,             0.99499,             0.89643,            0.010702,           0.0082048,                   0,           0.0070399,           0.0070399,           0.0070399
                 301,            0.016321,            0.015303,                   0,             0.99363,             0.98976,             0.99486,             0.87397,            0.012425,           0.0093503,                   0,             0.00703,             0.00703,             0.00703
                 302,            0.016861,            0.016317,                   0,             0.99232,             0.99312,             0.99487,             0.88259,            0.011343,           0.0086047,                   0,           0.0070201,           0.0070201,           0.0070201
                 303,            0.016728,            0.015564,                   0,             0.98659,             0.89117,             0.95002,             0.80821,            0.015914,            0.013643,                   0,           0.0070102,           0.0070102,           0.0070102
                 304,            0.016152,            0.015273,                   0,             0.99462,             0.99616,             0.99492,             0.87866,            0.011603,           0.0082091,                   0,           0.0070003,           0.0070003,           0.0070003
                 305,             0.01708,            0.016067,                   0,             0.98853,             0.99303,             0.99463,             0.86471,            0.013027,           0.0090915,                   0,           0.0069904,           0.0069904,           0.0069904
                 306,            0.017556,            0.015743,                   0,             0.99046,                   1,             0.99495,             0.88174,             0.01165,           0.0081075,                   0,           0.0069805,           0.0069805,           0.0069805
                 307,            0.017634,            0.014827,                   0,             0.99388,             0.99744,             0.99496,              0.8839,            0.011469,            0.008123,                   0,           0.0069706,           0.0069706,           0.0069706
                 308,            0.017493,            0.015921,                   0,             0.98077,             0.97931,             0.99175,             0.85791,            0.013095,            0.009876,                   0,           0.0069607,           0.0069607,           0.0069607
